name, docs, words, word_range, result
octavian, 128, 256, 4194304, [0.1715998649597168, 0.1715998649597168, 0.1716010570526123]
tido, 128, 256, 4194304, [0.28080010414123535, 0.2652010917663574, 0.2651998996734619]
octavian, 128, 256, 1048576, [0.18719983100891113, 0.18720102310180664, 0.18720006942749023]
tido, 128, 256, 1048576, [0.32760119438171387, 0.312000036239624, 0.3432009220123291]
octavian, 128, 512, 1073741824, [0.3900010585784912, 0.3899998664855957, 0.35879993438720703]
tido, 128, 512, 1073741824, [0.514801025390625, 0.5460009574890137, 0.5460011959075928]
octavian, 128, 512, 268435456, [0.3744010925292969, 0.35880112648010254, 0.35879993438720703]
tido, 128, 512, 268435456, [0.5460009574890137, 0.5460009574890137, 0.5304000377655029]
octavian, 128, 512, 67108864, [0.37439990043640137, 0.3744010925292969, 0.3744010925292969]
tido, 128, 512, 67108864, [0.5460011959075928, 0.5304009914398193, 0.5304009914398193]
octavian, 128, 512, 16777216, [0.35879993438720703, 0.35880088806152344, 0.35880088806152344]
tido, 128, 512, 16777216, [0.5928008556365967, 0.608400821685791, 0.6240010261535645]
octavian, 128, 512, 4194304, [0.3900010585784912, 0.35880112648010254, 0.35879993438720703]
tido, 128, 512, 4194304, [0.6708009243011475, 0.6708009243011475, 0.6864008903503418]
octavian, 128, 512, 1048576, [0.35880088806152344, 0.35880088806152344, 0.35880017280578613]
tido, 128, 512, 1048576, [1.1076021194458008, 1.0920019149780273, 1.0920019149780273]
octavian, 128, 1024, 1073741824, [0.8112010955810547, 0.7956008911132812, 0.8112010955810547]
tido, 128, 1024, 1073741824, [1.1388018131256104, 1.1544020175933838, 1.1544020175933838]
octavian, 128, 1024, 268435456, [0.7956011295318604, 0.8112020492553711, 0.7956008911132812]
tido, 128, 1024, 268435456, [1.1700019836425781, 1.1856019496917725, 1.1856019496917725]
octavian, 128, 1024, 67108864, [0.8112010955810547, 0.826801061630249, 0.7956020832061768]
tido, 128, 1024, 67108864, [1.2168018817901611, 1.2168018817901611, 1.2324020862579346]
octavian, 128, 1024, 16777216, [0.7800009250640869, 0.8112010955810547, 0.7956008911132812]
tido, 128, 1024, 16777216, [1.4820029735565186, 1.4820029735565186, 1.4664020538330078]
octavian, 128, 1024, 4194304, [0.811201810836792, 0.826801061630249, 0.826801061630249]
tido, 128, 1024, 4194304, [2.3400039672851562, 2.3712048530578613, 2.371203899383545]
octavian, 128, 1024, 1048576, [0.8112010955810547, 0.8112010955810547, 0.7956020832061768]
tido, 128, 1024, 1048576, [4.383606910705566, 4.4304070472717285, 4.446007966995239]
octavian, 256, 32, 1073741824, [0.04680013656616211, 0.04679989814758301, 0.04679989814758301]
tido, 256, 32, 1073741824, [0.06240105628967285, 0.04680013656616211, 0.04679989814758301]
octavian, 256, 32, 268435456, [0.04680013656616211, 0.04679989814758301, 0.04680013656616211]
tido, 256, 32, 268435456, [0.062399864196777344, 0.062400102615356445, 0.04679989814758301]
octavian, 256, 32, 67108864, [0.031199932098388672, 0.046801090240478516, 0.04679989814758301]
tido, 256, 32, 67108864, [0.062400102615356445, 0.062399864196777344, 0.04680013656616211]
octavian, 256, 32, 16777216, [0.04679989814758301, 0.04680013656616211, 0.04679989814758301]
tido, 256, 32, 16777216, [0.062400102615356445, 0.062399864196777344, 0.06240105628967285]
octavian, 256, 32, 4194304, [0.04680013656616211, 0.04679989814758301, 0.04679989814758301]
tido, 256, 32, 4194304, [0.04679989814758301, 0.04680013656616211, 0.04679989814758301]
octavian, 256, 32, 1048576, [0.031200170516967773, 0.04679989814758301, 0.04680013656616211]
tido, 256, 32, 1048576, [0.062399864196777344, 0.06240105628967285, 0.062399864196777344]
octavian, 256, 64, 1073741824, [0.07799983024597168, 0.07800006866455078, 0.07800006866455078]
tido, 256, 64, 1073741824, [0.10920000076293945, 0.10920095443725586, 0.12480020523071289]
octavian, 256, 64, 268435456, [0.09359979629516602, 0.09360003471374512, 0.07800006866455078]
tido, 256, 64, 268435456, [0.10920095443725586, 0.10920000076293945, 0.10920000076293945]
octavian, 256, 64, 67108864, [0.09360003471374512, 0.07799983024597168, 0.07800006866455078]
tido, 256, 64, 67108864, [0.10920119285583496, 0.10920000076293945, 0.10920000076293945]
octavian, 256, 64, 16777216, [0.07800006866455078, 0.07800006866455078, 0.07800102233886719]
tido, 256, 64, 16777216, [0.12479996681213379, 0.10920000076293945, 0.10920000076293945]
octavian, 256, 64, 4194304, [0.09360003471374512, 0.09360098838806152, 0.09360003471374512]
tido, 256, 64, 4194304, [0.12479996681213379, 0.12479996681213379, 0.10920000076293945]
octavian, 256, 64, 1048576, [0.09360098838806152, 0.09360003471374512, 0.07800006866455078]
tido, 256, 64, 1048576, [0.12479996681213379, 0.12479996681213379, 0.1248011589050293]
octavian, 256, 128, 1073741824, [0.18720006942749023, 0.18720006942749023, 0.1716010570526123]
tido, 256, 128, 1073741824, [0.24959993362426758, 0.24960112571716309, 0.24959993362426758]
octavian, 256, 128, 268435456, [0.18720006942749023, 0.18720102310180664, 0.18720006942749023]
tido, 256, 128, 268435456, [0.2652010917663574, 0.24959993362426758, 0.24960088729858398]
octavian, 256, 128, 67108864, [0.1716001033782959, 0.18720006942749023, 0.1716010570526123]
tido, 256, 128, 67108864, [0.24959993362426758, 0.2652010917663574, 0.265200138092041]
octavian, 256, 128, 16777216, [0.18719983100891113, 0.1716001033782959, 0.18720006942749023]
tido, 256, 128, 16777216, [0.2652008533477783, 0.24959993362426758, 0.24960112571716309]
octavian, 256, 128, 4194304, [0.1715998649597168, 0.18719983100891113, 0.18720078468322754]
tido, 256, 128, 4194304, [0.2651998996734619, 0.2652010917663574, 0.265200138092041]
octavian, 256, 128, 1048576, [0.1716010570526123, 0.18720006942749023, 0.1716001033782959]
tido, 256, 128, 1048576, [0.2964010238647461, 0.31200098991394043, 0.32760000228881836]
octavian, 256, 256, 1073741824, [0.35880112648010254, 0.35880112648010254, 0.35880017280578613]
tido, 256, 256, 1073741824, [0.5304009914398193, 0.5304009914398193, 0.5460009574890137]
octavian, 256, 256, 268435456, [0.35880112648010254, 0.35880112648010254, 0.35880017280578613]
tido, 256, 256, 268435456, [0.5304009914398193, 0.5304009914398193, 0.5304000377655029]
octavian, 256, 256, 67108864, [0.37439990043640137, 0.3744010925292969, 0.35880112648010254]
tido, 256, 256, 67108864, [0.5304009914398193, 0.5304009914398193, 0.5460009574890137]
octavian, 256, 256, 16777216, [0.35879993438720703, 0.35880088806152344, 0.35880112648010254]
tido, 256, 256, 16777216, [0.5616011619567871, 0.561600923538208, 0.5460009574890137]
octavian, 256, 256, 4194304, [0.3744010925292969, 0.35879993438720703, 0.3744010925292969]
tido, 256, 256, 4194304, [0.6240010261535645, 0.608400821685791, 0.6240019798278809]
octavian, 256, 256, 1048576, [0.37440013885498047, 0.3744010925292969, 0.35880112648010254]
tido, 256, 256, 1048576, [0.826801061630249, 0.8268020153045654, 0.8580009937286377]
octavian, 256, 512, 1073741824, [0.8112008571624756, 0.8112020492553711, 0.8112008571624756]
tido, 256, 512, 1073741824, [1.1544020175933838, 1.1700029373168945, 1.1700019836425781]
octavian, 256, 512, 268435456, [0.826801061630249, 0.8424019813537598, 0.8268020153045654]
tido, 256, 512, 268435456, [1.1700022220611572, 1.1856021881103516, 1.1700022220611572]
octavian, 256, 512, 67108864, [0.811201810836792, 0.8424010276794434, 0.826801061630249]
tido, 256, 512, 67108864, [1.2012019157409668, 1.2012019157409668, 1.2324018478393555]
octavian, 256, 512, 16777216, [0.8424019813537598, 0.8424010276794434, 0.8268020153045654]
tido, 256, 512, 16777216, [1.3572020530700684, 1.3572020530700684, 1.372802972793579]
octavian, 256, 512, 4194304, [0.8424007892608643, 0.8424019813537598, 0.8580009937286377]
tido, 256, 512, 4194304, [1.856403112411499, 1.85640287399292, 1.8564040660858154]
octavian, 256, 512, 1048576, [0.8424010276794434, 0.8268020153045654, 0.8424019813537598]
tido, 256, 512, 1048576, [3.7908058166503906, 3.8220059871673584, 3.822007179260254]
octavian, 256, 1024, 1073741824, [1.7940030097961426, 1.8252029418945312, 1.8408029079437256]
tido, 256, 1024, 1073741824, [2.496004104614258, 2.449205160140991, 2.4804041385650635]
octavian, 256, 1024, 268435456, [1.7940030097961426, 1.7940030097961426, 1.7784030437469482]
tido, 256, 1024, 268435456, [2.542804002761841, 2.558403968811035, 2.5272037982940674]
octavian, 256, 1024, 67108864, [1.7784030437469482, 1.7940030097961426, 1.8252031803131104]
tido, 256, 1024, 67108864, [2.7768051624298096, 2.792405128479004, 2.808004856109619]
octavian, 256, 1024, 16777216, [1.809602975845337, 1.8252029418945312, 1.8252029418945312]
tido, 256, 1024, 16777216, [3.7908060550689697, 3.8688058853149414, 3.868807077407837]
octavian, 256, 1024, 4194304, [1.7940027713775635, 1.7940030097961426, 1.7940030097961426]
tido, 256, 1024, 4194304, [8.065214157104492, 7.831212997436523, 7.909212827682495]
octavian, 256, 1024, 1048576, [1.8252029418945312, 1.7940030097961426, 1.8408029079437256]
tido, 256, 1024, 1048576, [18.01803207397461, 17.89323091506958, 17.971231937408447]
octavian, 512, 32, 1073741824, [0.09360003471374512, 0.07800006866455078, 0.09360003471374512]
tido, 512, 32, 1073741824, [0.10920000076293945, 0.10920000076293945, 0.10920000076293945]
octavian, 512, 32, 268435456, [0.07800006866455078, 0.07800006866455078, 0.09360003471374512]
tido, 512, 32, 268435456, [0.10920095443725586, 0.10920000076293945, 0.10920000076293945]
octavian, 512, 32, 67108864, [0.09360003471374512, 0.07799983024597168, 0.07800102233886719]
tido, 512, 32, 67108864, [0.12479996681213379, 0.10920000076293945, 0.12479996681213379]
octavian, 512, 32, 16777216, [0.07800006866455078, 0.07800006866455078, 0.07800006866455078]
tido, 512, 32, 16777216, [0.10920000076293945, 0.12479996681213379, 0.10920000076293945]
octavian, 512, 32, 4194304, [0.07800006866455078, 0.07799983024597168, 0.09359979629516602]
tido, 512, 32, 4194304, [0.10920000076293945, 0.10920000076293945, 0.10920095443725586]
octavian, 512, 32, 1048576, [0.09360003471374512, 0.07800006866455078, 0.07800006866455078]
tido, 512, 32, 1048576, [0.12479996681213379, 0.10920095443725586, 0.12479996681213379]
octavian, 512, 64, 1073741824, [0.18719983100891113, 0.1716008186340332, 0.1715998649597168]
tido, 512, 64, 1073741824, [0.24959993362426758, 0.24960112571716309, 0.23399996757507324]
octavian, 512, 64, 268435456, [0.1716010570526123, 0.18720006942749023, 0.18720006942749023]
tido, 512, 64, 268435456, [0.24960017204284668, 0.2651998996734619, 0.24960112571716309]
octavian, 512, 64, 67108864, [0.1716001033782959, 0.18720102310180664, 0.18720006942749023]
tido, 512, 64, 67108864, [0.2651998996734619, 0.24960112571716309, 0.23399996757507324]
octavian, 512, 64, 16777216, [0.1716008186340332, 0.18719983100891113, 0.18720006942749023]
tido, 512, 64, 16777216, [0.2651998996734619, 0.24960017204284668, 0.24959993362426758]
octavian, 512, 64, 4194304, [0.18719983100891113, 0.18720102310180664, 0.1715998649597168]
